%m10%w1?	%m10%w1?
%m10%w2?	%m10%w2?
%m10%w3?	%m10%w3?
%m10%w4?	%m10%w4?
%m10%w5?	%m10%w5?
%m10%w6?	%m10%w6?
%m10%w7?	%m10%w7?
%m10%w8?	%m10%w8?
Ronald Reagan's co-star in "Bedtime for Bonzo" was\n\n  a. a monkey.\n  b. Peter O'Toole.\n  c. Bonzo the Clown.\n  d. Marilyn Monroe.	Ronald Reagan 在\n"Bedtime for Bonzo"\n的合作演員是\n\n  a. 猴子。\n  b. Peter O'Toole。\n  c. Bonzo 小丑。\n  d. Marilyn Monroe。\n\nRonald Reagan's co-star in "Bedtime for Bonzo" was\n\n  a. a monkey.\n  b. Peter O'Toole.\n  c. Bonzo the Clown.\n  d. Marilyn Monroe.
The slogan "It takes two hands to handle a whopper" refers to\n\n  a. John Holmes.\n  b. a hamburger.\n  c. overstuffed grocery\n       bags.\n  d. fishing.	標語 "It takes two hands to\nhandle a whopper" 指的是\n\n  a. John Holmes。\n  b. 漢堡。\n  c. 塞滿的雜貨袋。\n  d. 釣魚。\n\nThe slogan "It takes two hands to handle a whopper" refers to\n\n  a. John Holmes.\n  b. a hamburger.\n  c. overstuffed grocery\n       bags.\n  d. fishing.
If you arrived at a party wearing your birthday suit, you would\n\n  a. make many new friends.\n  b. be thrown out.\n  c. fit right in.\n  d. It depends on the party.	如果你穿著 birthday suit\n到派對，你會\n\n  a. 交到新朋友。\n  b. 被踢出去。\n  c. 很快融入。\n  d. 這取決於派對。\n\nIf you arrived at a party wearing your birthday suit, you would\n\n  a. make many new friends.\n  b. be thrown out.\n  c. fit right in.\n  d. It depends on the party.
Cesar Chavez led a boycott of\n\n  a. grapes.\n  b. X-rated movies.\n  c. dirty magazines.\n  d. goods from South Africa.	Cesar Chavez 領導\n抵制\n\n  a. 葡萄。\n  b. 限制級電影。\n  c. 成人雜誌。\n  d. 南非商品。\n\nCesar Chavez led a boycott of\n\n  a. grapes.\n  b. X-rated movies.\n  c. dirty magazines.\n  d. goods from South Africa.
James Brown is often referred to as\n\n  a. the Chairman of the\n       Board.\n  b. a great athlete.\n  c. the Velvet Fog.\n  d. the Godfather of Soul.	James Brown 常被稱為\n\n  a. 董事長。\n  b. 偉大運動員。\n  c. 絨毛霧先生。\n  d. 靈魂教父。\n\nJames Brown is often referred to as\n\n  a. the Chairman of the\n       Board.\n  b. a great athlete.\n  c. the Velvet Fog.\n  d. the Godfather of Soul.
Who lost a daughter but gained a "meathead?"\n\n  a. George Jefferson\n  b. Ronald Reagan\n  c. Archie Bunker\n  d. Ted Knight	誰失去了女兒但得到了\n"笨蛋"？\n\n  a. George Jefferson\n  b. Ronald Reagan\n  c. Archie Bunker\n  d. Ted Knight\n\nWho lost a daughter but gained a "meathead?"\n\n  a. George Jefferson\n  b. Ronald Reagan\n  c. Archie Bunker\n  d. Ted Knight
Which U. S. Secretary of State was born in Germany?\n\n  a. Dean Rusk\n  b. William Rogers\n  c. George Schultz\n  d. Henry Kissinger	哪位美國國務卿\n在德國出生？\n\n  a. Dean Rusk\n  b. William Rogers\n  c. George Schultz\n  d. Henry Kissinger\n\nWhich U. S. Secretary of State was born in Germany?\n\n  a. Dean Rusk\n  b. William Rogers\n  c. George Schultz\n  d. Henry Kissinger
Who was the inventive genius behind the Apple computer?\n\n  a. Bill Gates\n  b. Steve Wozniak\n  c. Ken Williams\n  d. Steve Russell	Apple 電腦背後的\n天才發明家是\n\n  a. Bill Gates\n  b. Steve Wozniak\n  c. Ken Williams\n  d. Steve Russell\n\nWho was the inventive genius behind the Apple computer?\n\n  a. Bill Gates\n  b. Steve Wozniak\n  c. Ken Williams\n  d. Steve Russell
Dynamic logic = 2.	Dynamic logic = 2.
a	a
b	b
c	c
d	d
So far, so good.\n\nNow for the final question.	到此為止都不錯。\n\n現在是最後一題。
Question #%v96. Correct answer is %v93.	第 %v96 題。正確答案是 %v93。
Please answer a, b, c, or d: 	請選擇 a、b、c 或 d：
"Close Encounters of the Third Kind" is about\n\n  a. politics in third-world\n       countries.\n  b. homo- and heterosexual\n       sex.\n  c. creatures from outer\n       space.\n  d. a bicycle race across\n       Alaska.	"第三類接觸" 關於\n\n  a. 第三世界政治。\n  b. 同性與異性性愛。\n  c. 外太空生物。\n  d. 橫跨阿拉斯加的\n       自行車賽。\n\n"Close Encounters of the Third Kind" is about\n\n  a. politics in third-world\n       countries.\n  b. homo- and heterosexual\n       sex.\n  c. creatures from outer\n       space.\n  d. a bicycle race across\n       Alaska.
IBM stands for\n\n  a. Ittsy Bittsy Men.\n  b. International Business\n       Machines.\n  c. Italian Branch of the\n       Mafia.\n  d. Iranian Broom Makers.	IBM 代表\n\n  a. 小小男人。\n  b. 國際商業機器。\n  c. 義大利黑手黨分部。\n  d. 伊朗掃帚製造商。\n\nIBM stands for\n\n  a. Ittsy Bittsy Men.\n  b. International Business\n       Machines.\n  c. Italian Branch of the\n       Mafia.\n  d. Iranian Broom Makers.
Who was NOT in the movie "Easy Rider?"\n\n  a. Peter Fonda\n  b. Dennis Hopper\n  c. Karen Black\n  d. Karen Carpenter	誰不在 "Easy Rider"\n電影裡？\n\n  a. Peter Fonda\n  b. Dennis Hopper\n  c. Karen Black\n  d. Karen Carpenter\n\nWho was NOT in the movie "Easy Rider?"\n\n  a. Peter Fonda\n  b. Dennis Hopper\n  c. Karen Black\n  d. Karen Carpenter
Las Vegas is famous for\n\n  a. its beaches.\n  b. being the capital of\n       Arizona.\n  c. gambling.\n  d. its weather.	拉斯維加斯因\n_____ 聞名\n\n  a. 海灘。\n  b. 是亞利桑納州首都。\n  c. 賭博。\n  d. 天氣。\n\nLas Vegas is famous for\n\n  a. its beaches.\n  b. being the capital of\n       Arizona.\n  c. gambling.\n  d. its weather.
The term "Working Girl" refers to\n\n  a. a secretary.\n  b. a lady of negotiable\n       virtue.\n  c. an industrious woman.\n  d. an employed female.	"上班女郎" 指的是\n\n  a. 秘書。\n  b. 出賣色相的女人。\n  c. 勤快女人。\n  d. 上班女性。\n\nThe term "Working Girl" refers to\n\n  a. a secretary.\n  b. a lady of negotiable\n       virtue.\n  c. an industrious woman.\n  d. an employed female.
Making a "Hole in One" is\n\n  a. every golfer's dream.\n  b. too dirty to discuss\n       here.\n  c. something carpenters do.\n  d. best done with scissors.	"一桿進洞" 是\n\n  a. 每個高爾夫手的夢。\n  b. 太髒不好直說。\n  c. 木工的事。\n  d. 最好用剪刀做。\n\nMaking a "Hole in One" is\n\n  a. every golfer's dream.\n  b. too dirty to discuss\n       here.\n  c. something carpenters do.\n  d. best done with scissors.
My boss is\n\n  a. a jerk.\n  b. a total jerk.\n  c. an absolute total jerk.\n  d. responsible for my\n       paycheck.	我的老闆是\n\n  a. 混蛋。\n  b. 徹底混蛋。\n  c. 絕對徹底混蛋。\n  d. 負責我的薪水。\n\nMy boss is\n\n  a. a jerk.\n  b. a total jerk.\n  c. an absolute total jerk.\n  d. responsible for my\n       paycheck.
How many programmers does it take to screw in a light bulb?\n\n  a. None, it's a hardware\n       problem.\n  b. None, programmers can't\n       fit in light bulbs.\n  c. 100. One to hold the\n       bulb and 99 to\n       debug the house.\n  d. None so far, but they'll\n       get to it\n       Real Soon Now.	需要幾個程式設計師\n才能裝燈泡？\n\n  a. 不需要，是硬體問題。\n  b. 不需要，程式設計師\n       塞不進燈泡。\n  c. 100 個。1 個拿燈泡，\n       99 個除蟲。\n  d. 目前還沒，但他們\n       遲早會做啦。\n\nHow many programmers does it take to screw in a light bulb?\n\n  a. None, it's a hardware\n       problem.\n  b. None, programmers can't\n       fit in light bulbs.\n  c. 100. One to hold the\n       bulb and 99 to\n       debug the house.\n  d. None so far, but they'll\n       get to it\n       Real Soon Now.
A hard disk is\n\n  a. better than a floppy.\n  b. embarrassing to have at\n       the office.\n  c. a state-of-the-art\n       frisbee.\n  d. what happens when you\n       leave your floppy out\n       in the sun too long.	硬碟是\n\n  a. 比軟碟好。\n  b. 在辦公室裡令人尷尬。\n  c. 最先進的飛盤。\n  d. 你把軟碟放在太陽下太久會發生的事。\n\nA hard disk is\n\n  a. better than a floppy.\n  b. embarrassing to have at\n       the office.\n  c. a state-of-the-art\n       frisbee.\n  d. what happens when you\n       leave your floppy out\n       in the sun too long.
In some personal ads, TV stands for\n\n  a. television.\n  b. transvestite.\n  c. trans-venereal.\n  d. terre-voracic.	在某些交友廣告中，TV 是指\n\n  a. 電視。\n  b. 變裝皇后。\n  c. 超級淋病。\n  d. 土石流超人。\n\nIn some personal ads, TV stands for\n\n  a. television.\n  b. transvestite.\n  c. trans-venereal.\n  d. terre-voracic.
Lucy, Ricky, Fred and\n\n  a. Barney.\n  b. Carol.\n  c. Alice.\n  d. Ethel.	露西、瑞奇、弗雷德和\n\n  a. 巴尼。\n  b. 卡蘿。\n  c. 愛麗絲。\n  d. 艾塞爾。\n\nLucy, Ricky, Fred and\n\n  a. Barney.\n  b. Carol.\n  c. Alice.\n  d. Ethel.
Mel Brooks is\n\n  a. black.\n  b. Puerto Rican.\n  c. a comedian.\n  d. Catholic.	梅爾布魯克斯是\n\n  a. 黑人。\n  b. 波多黎各人。\n  c. 喜劇演員。\n  d. 天主教徒。\n\nMel Brooks is\n\n  a. black.\n  b. Puerto Rican.\n  c. a comedian.\n  d. Catholic.
It is customary to tip about\n\n  a.  2 per cent.\n  b.  6 per cent.\n  c. 15 per cent.\n  d. 25 per cent.	一般小費習慣上是\n\n  a. 2 分。\n  b. 6 分。\n  c. 15 分。\n  d. 25 分。\n\nIt is customary to tip about\n\n  a.  2 per cent.\n  b.  6 per cent.\n  c. 15 per cent.\n  d. 25 per cent.
Blackjack is\n\n  a. an ace and a face card.\n  b. used by policemen.\n  c. related to Caucasian\n       Tom.\n  d. a kind of car sold only\n       in Fresno.	21 點是\n\n  a. 一張 A 和一張花牌。\n  b. 警察用的東西。\n  c. 和白人湯姆有關。\n  d. 只在弗雷斯諾賣的車。\n\nBlackjack is\n\n  a. an ace and a face card.\n  b. used by policemen.\n  c. related to Caucasian\n       Tom.\n  d. a kind of car sold only\n       in Fresno.
Canada is\n\n  a. where Canadians live.\n  b. north of the U. S.\n  c. adjacent to the U. S.\n  d. All of the above.	加拿大是\n\n  a. 加拿大人住的地方。\n  b. 在美國北邊。\n  c. 靠著美國。\n  d. 以上都對。\n\nCanada is\n\n  a. where Canadians live.\n  b. north of the U. S.\n  c. adjacent to the U. S.\n  d. All of the above.
Oral Roberts is\n\n  a. a thermometer technique.\n  b. an evangelist.\n  c. best done with a friend.\n  d. shy.	歐瑞爾羅伯茲是\n\n  a. 體溫計的測量法。\n  b. 傳教士。\n  c. 最好和朋友一起做。\n  d. 害羞的人。\n\nOral Roberts is\n\n  a. a thermometer technique.\n  b. an evangelist.\n  c. best done with a friend.\n  d. shy.
Richard Nixon was\n\n  a. an audio technician.\n  b. a plumber's friend.\n  c. a comedian.\n  d. a president.	理查德尼克遜是\n\n  a. 音響技術員。\n  b. 水管工的朋友。\n  c. 喜劇演員。\n  d. 總統。\n\nRichard Nixon was\n\n  a. an audio technician.\n  b. a plumber's friend.\n  c. a comedian.\n  d. a president.
A 747 is\n\n  a. a cocktail.\n  b. a perfect bowling score.\n  c. a large airplane.\n  d. a prime number.	747 是\n\n  a. 一種雞尾酒。\n  b. 保齡球的完美分數。\n  c. 一架大飛機。\n  d. 質數。\n\nA 747 is\n\n  a. a cocktail.\n  b. a perfect bowling score.\n  c. a large airplane.\n  d. a prime number.
Whips, chains and handcuffs are\n\n  a. kinky.\n  b. used by police\n       departments.\n  c. usually in text\n       adventures.\n  d. only permitted in\n       Eastern schools.	鞭子、鐵鍊和手銬是\n\n  a. 變態玩意。\n  b. 警察部門用的。\n  c. 通常在文字冒險裡。\n  d. 東方學校才允許。\n\nWhips, chains and handcuffs are\n\n  a. kinky.\n  b. used by police\n       departments.\n  c. usually in text\n       adventures.\n  d. only permitted in\n       Eastern schools.
A Macintosh is\n\n  a. a kind of Apple.\n  b. a kind of apple.\n  c. an article of clothing.\n  d. All of the above.	麥金塔是\n\n  a. 一種蘋果電腦。\n  b. 一種蘋果。\n  c. 一件衣服。\n  d. 以上都對。\n\nA Macintosh is\n\n  a. a kind of Apple.\n  b. a kind of apple.\n  c. an article of clothing.\n  d. All of the above.
My parents are\n\n  a. age 10 to 25.\n  b. age 25 to 30.\n  c. age 31 to 35.\n  d. 36 or over.	我的父母\n\n  a. 10 到 25 歲。\n  b. 25 到 30 歲。\n  c. 31 到 35 歲。\n  d. 36 歲或以上。\n\nMy parents are\n\n  a. age 10 to 25.\n  b. age 25 to 30.\n  c. age 31 to 35.\n  d. 36 or over.
My favorite actor is\n\n  a. Pia Zadora.\n  b. Fred Flintstone.\n  c. Jim Bakker.\n  d. not listed here.	我最喜愛的演員是\n\n  a. 皮亞·薩多拉。\n  b. 弗雷德·弗林特斯通。\n  c. 吉姆·貝克。\n  d. 上面沒有。\n\nMy favorite actor is\n\n  a. Pia Zadora.\n  b. Fred Flintstone.\n  c. Jim Bakker.\n  d. not listed here.
I have hair on my\n\n  a. head.\n  b. palms.\n  c. keyboard.\n  d. lottsa places.	我的毛髮長在\n\n  a. 頭上。\n  b. 手心。\n  c. 鍵盤上。\n  d. 一堆地方。\n\nI have hair on my\n\n  a. head.\n  b. palms.\n  c. keyboard.\n  d. lottsa places.
When it's noon in California in August, in St. Louis it's\n\n  a. miserable.\n  b. 2:00 p.m.\n  c. 3:00 p.m.\n  d. time for a beer.	八月加州中午時，聖路易斯是\n\n  a. 悲慘的時刻。\n  b. 下午 2 點。\n  c. 下午 3 點。\n  d. 喝啤酒的時間。\n\nWhen it's noon in California in August, in St. Louis it's\n\n  a. miserable.\n  b. 2:00 p.m.\n  c. 3:00 p.m.\n  d. time for a beer.
The best "pick-up" line is:\n\n  a. Hey baby, what's your\n       sign?\n  b. Want to go for a ride\n       in my Porsche?\n  c. For a fat girl, you\n       sure don't sweat much!\n  d. Do you know where I can\n       buy some Vaseline?	最好的搭訕台詞是：\n\n  a. 嘿寶貝，你星座是什麼？\n  b. 想坐我保時捷兜風嗎？\n  c. 以妳這體型真是不太流汗啊！\n  d. 妳知道哪裡買凡士林嗎？\n\nThe best "pick-up" line is:\n\n  a. Hey baby, what's your\n       sign?\n  b. Want to go for a ride\n       in my Porsche?\n  c. For a fat girl, you\n       sure don't sweat much!\n  d. Do you know where I can\n       buy some Vaseline?
The "Mile-High Club" is\n\n  a. a bird-watching society.\n  b. a Denver ski club.\n  c. a bar in East L. A.\n  d. open to those who have\n       performed aerial\n       acrobatics inside a\n       plane's rest room.	「一英里高俱樂部」是\n\n  a. 賞鳥協會。\n  b. 丹佛滑雪俱樂部。\n  c. 東洛杉磯的酒吧。\n  d. 對在飛機廁所裡做過空中雜技的人開放。\n\nThe "Mile-High Club" is\n\n  a. a bird-watching society.\n  b. a Denver ski club.\n  c. a bar in East L. A.\n  d. open to those who have\n       performed aerial\n       acrobatics inside a\n       plane's rest room.
My sex life is best described as\n\n  a. non-existent and non-\n       contemplated.\n  b. what sex life?\n  c. none of your business!!\n  d. a ripening tomato.	我的性生活最好的描述是\n\n  a. 根本不存在也不考慮。\n  b. 什麼性生活？\n  c. 不干你的事！！\n  d. 熟番茄。\n\nMy sex life is best described as\n\n  a. non-existent and non-\n       contemplated.\n  b. what sex life?\n  c. none of your business!!\n  d. a ripening tomato.
Elizabeth Taylor is\n\n  a. an actress.\n  b. creator of a line of\n       cosmetics.\n  c. celebrating her silver\n       wedding anniversary.\n  d. a singer.	伊莉莎白·泰勒是\n\n  a. 演員。\n  b. 化妝品牌的創辦人。\n  c. 在慶祝銀婚紀念。\n  d. 歌手。\n\nElizabeth Taylor is\n\n  a. an actress.\n  b. creator of a line of\n       cosmetics.\n  c. celebrating her silver\n       wedding anniversary.\n  d. a singer.
Joan Rivers is\n\n  a. the real name of\n       "Dear Abby."\n  b. engaged to\n       Johnny Carson.\n  c. a former talk show\n       hostess.\n  d. polite to all\n       those around her.	瓊·里弗斯是\n\n  a. 「親愛的艾比」的真名。\n  b. 和強尼·卡森訂婚。\n  c. 前脫口秀主持人。\n  d. 對周圍人都很有禮貌。\n\nJoan Rivers is\n\n  a. the real name of\n       "Dear Abby."\n  b. engaged to\n       Johnny Carson.\n  c. a former talk show\n       hostess.\n  d. polite to all\n       those around her.
Who starred in "Bedtime for Bonzo?"\n\n  a. Clint Eastwood\n  b. Fred Astaire\n  c. Cary Grant\n  d. Ronald Reagan	誰演的「邦佐的睡前故事」？\n\n  a. 克林特·伊斯威特\n  b. 弗雷德·亞斯泰爾\n  c. 加里·格蘭特\n  d. 隆納·雷根\n\nWho starred in "Bedtime for Bonzo?"\n\n  a. Clint Eastwood\n  b. Fred Astaire\n  c. Cary Grant\n  d. Ronald Reagan
Taxes should be\n\n  a. lower.\n  b. higher.\n  c. unchanged.\n  d. eliminated.	稅金應該\n\n  a. 更低。\n  b. 更高。\n  c. 不變。\n  d. 廢除。\n\nTaxes should be\n\n  a. lower.\n  b. higher.\n  c. unchanged.\n  d. eliminated.
A moon is\n\n  a. an astronomical body.\n  b. a practical joke.\n  c. a form of pie.\n  d. all of the above.	月亮是\n\n  a. 天體。\n  b. 惡作劇。\n  c. 一種派。\n  d. 以上都對。\n\nA moon is\n\n  a. an astronomical body.\n  b. a practical joke.\n  c. a form of pie.\n  d. all of the above.
Marlon Brando is\n\n  a. a singer.\n  b. an actor.\n  c. a politician.\n  d. a kind of soap.	馬龍·白蘭度是\n\n  a. 歌手。\n  b. 演員。\n  c. 政客。\n  d. 一種肥皂。\n\nMarlon Brando is\n\n  a. a singer.\n  b. an actor.\n  c. a politician.\n  d. a kind of soap.
I am presently\n\n  a. in elementary school.\n  b. in junior high.\n  c. fighting acne.\n  d. past puberty.	我現在\n\n  a. 小學。\n  b. 國中。\n  c. 在對抗青春痘。\n  d. 已過青春期。\n\nI am presently\n\n  a. in elementary school.\n  b. in junior high.\n  c. fighting acne.\n  d. past puberty.
